ensembl_gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSMUSG00000028036,1.315250583,4.285480755,6.345558043,8.67E-06,0.003088471,3.499871359
ENSMUSG00000027843,-1.328600433,0.565831962,-4.635666167,0.000258565,0.02307358,0.260175885
ENSMUSG00000030854,-1.128065817,-0.114381254,-2.764249214,0.013592767,0.265904983,-3.720681635
ENSMUSG00000097993,1.409581242,0.763519854,4.929856803,0.000140636,0.016102435,0.858308755
ENSMUSG00000040511,1.127055892,3.064194936,4.041284131,0.000905015,0.053291242,-1.128845675
ENSMUSG00000021411,1.186755014,1.172564227,4.125443045,0.000756843,0.047749523,-0.870977852
ENSMUSG00000030359,-2.942067779,2.695930616,-6.757840245,4.05E-06,0.002012964,4.348853209
ENSMUSG00000024511,-1.13038219,0.769546676,-4.216967971,0.000623373,0.041469931,-0.607589167
ENSMUSG00000030643,1.442283007,0.924459641,3.282532908,0.004565784,0.143297411,-2.587696822
ENSMUSG00000019832,-1.231026952,2.607384939,-5.203000113,8.06E-05,0.011175626,1.325633163
ENSMUSG00000030559,-1.007990239,2.959529597,-4.014168883,0.00095875,0.055548453,-1.216970023
ENSMUSG00000041046,-1.186542393,7.015181869,-3.931487504,0.001143322,0.061853728,-1.564672561
ENSMUSG00000031453,1.39870873,3.128050642,5.704020765,2.97E-05,0.006787065,2.288568244
ENSMUSG00000034472,1.291493191,3.04420158,4.704680624,0.000223971,0.021351283,0.274874083
ENSMUSG00000020684,1.149893161,0.917054252,3.798437133,0.001518505,0.073267456,-1.50680003
ENSMUSG00000005973,1.291273433,4.538413865,4.070787132,0.000849997,0.051668354,-1.146518144
ENSMUSG00000025921,-1.01782864,4.578229927,-5.744006831,2.74E-05,0.006490272,2.286384323
ENSMUSG00000035504,2.314453294,6.871728976,9.721483396,3.25E-08,0.000130004,9.11664704
ENSMUSG00000070645,1.924898279,8.45719918,8.292551298,2.90E-07,0.000359169,6.791266983
ENSMUSG00000070645,1.924898279,8.45719918,8.292551298,2.90E-07,0.000359169,6.791266983
ENSMUSG00000056666,1.083255737,7.374445437,3.726251651,0.001771551,0.080793173,-2.033436666
ENSMUSG00000052087,-1.143227066,3.298483451,-2.972673841,0.008794926,0.209316325,-3.379485463
ENSMUSG00000026360,1.046083361,6.427051692,5.385127035,5.58E-05,0.008983494,1.515286805
ENSMUSG00000034226,-1.64158559,2.902010614,-3.717211011,0.001806089,0.081485696,-1.76738702
ENSMUSG00000037386,-1.136716355,1.12303183,-3.21508558,0.005269364,0.154930748,-2.706509925
ENSMUSG00000021880,-1.075375174,0.675786337,-2.779316628,0.013174257,0.265904983,-3.592164594
ENSMUSG00000047496,-1.088304806,6.578364813,-7.587477894,9.37E-07,0.000751259,5.670795266
ENSMUSG00000048911,-1.53537112,2.993906843,-5.212318343,7.91E-05,0.011145496,1.316340755
ENSMUSG00000035305,-1.180296786,1.531923126,-4.460132356,0.000373302,0.029642581,-0.141310026
ENSMUSG00000002500,-1.39465556,1.008821528,-3.916315524,0.001180896,0.063063214,-1.252411294
ENSMUSG00000030062,-1.068016552,7.338778377,-4.338578072,0.000482112,0.035452696,-0.717856044
ENSMUSG00000041199,1.242218693,3.45556984,4.214749461,0.000626308,0.041510902,-0.757830239
ENSMUSG00000033355,1.42796918,4.822673693,2.98292656,0.008607385,0.206615431,-3.424505231
ENSMUSG00000006586,-1.078632774,1.948534886,-3.655988311,0.002058411,0.087341184,-1.861491515
ENSMUSG00000015843,1.351705787,1.081476088,5.90618459,2.00E-05,0.005069682,2.819609536
ENSMUSG00000056071,1.481117179,0.692105155,2.2979496,0.035033858,0.375313214,-4.538441672
ENSMUSG00000040808,1.459065911,9.247004254,5.063999495,0.000106859,0.013295002,0.71592299
ENSMUSG00000040026,1.209965578,-0.386949501,4.061338982,0.000867238,0.052010363,-1.117551209
ENSMUSG00000036185,1.049282946,1.01066286,3.508432738,0.00282096,0.104838369,-2.120789961
ENSMUSG00000023236,2.099502936,5.033757763,6.092771698,1.40E-05,0.004190068,3.009033476
ENSMUSG00000038801,1.094908458,0.878333614,3.046414469,0.007530073,0.19132593,-3.057927405
ENSMUSG00000022261,-1.085459243,6.453091625,-4.485918985,0.000353638,0.028878193,-0.374273762
ENSMUSG00000054986,-1.742900928,1.411271807,-4.375004714,0.000446485,0.033606715,-0.298473226
ENSMUSG00000025165,-1.235423012,1.105562339,-3.024120079,0.007892451,0.195926902,-3.127732883
ENSMUSG00000068877,-1.125059136,3.584886412,-5.453092399,4.87E-05,0.008595206,1.786792405
ENSMUSG00000021081,1.134365045,5.67999587,3.966979385,0.001060063,0.059103153,-1.437427899
ENSMUSG00000060147,1.333653502,5.772243576,4.337278345,0.000483435,0.035462845,-0.631084795
ENSMUSG00000038224,-2.031372278,6.273410763,-5.800767514,2.46E-05,0.005971369,2.351686678
ENSMUSG00000028893,1.12585593,5.807011251,3.453402373,0.00317253,0.113577497,-2.539919228
ENSMUSG00000019970,1.617048006,7.097556912,4.880759672,0.000155585,0.01713413,0.422126142
ENSMUSG00000054520,-1.735918437,3.24733804,-3.553976133,0.002559545,0.099355699,-2.168507775
ENSMUSG00000041889,1.482747172,4.943846179,4.739358186,0.000208413,0.020489057,0.294165565
ENSMUSG00000045180,1.22129709,4.276150889,5.661039203,3.23E-05,0.006967803,2.126678894
ENSMUSG00000026177,-1.046916018,0.640892544,-3.363747822,0.003840861,0.128265794,-2.397284048
ENSMUSG00000027130,-1.03263418,4.00567312,-5.180219659,8.44E-05,0.011446519,1.21179392
ENSMUSG00000036083,-1.733169237,7.648472905,-5.566824731,3.89E-05,0.007916701,1.816888114
ENSMUSG00000021336,-1.334603346,1.760962304,-3.080101568,0.007013203,0.182776358,-3.071400193
ENSMUSG00000036330,-1.157007369,6.093878616,-5.882625219,2.10E-05,0.005241213,2.509866716
ENSMUSG00000061742,-1.051298753,8.850645879,-3.192873756,0.005523686,0.160320627,-3.218598527
ENSMUSG00000024757,-1.252853075,3.960640413,-3.506652449,0.002831702,0.104838369,-2.354210629
ENSMUSG00000040966,-1.128784951,9.386043598,-4.096774611,0.00080434,0.04994525,-1.29371854
ENSMUSG00000022366,-2.106623493,2.979848025,-3.644728168,0.002108522,0.088251887,-1.937185134
ENSMUSG00000053303,-1.054280352,2.061276343,-2.823106924,0.012027376,0.253353853,-3.605073832
ENSMUSG00000063590,-2.921774825,4.663329309,-7.022017587,2.51E-06,0.001545785,4.743580956
ENSMUSG00000052562,-2.677957253,5.53740304,-7.017256154,2.54E-06,0.001545785,4.676280871
ENSMUSG00000067144,-4.037058195,4.74277514,-6.375791647,8.19E-06,0.003003521,3.603772292
ENSMUSG00000020744,-1.03717603,5.269267406,-6.279315117,9.82E-06,0.003267772,3.330640216
ENSMUSG00000028836,-1.003320786,5.989215808,-6.265646217,1.01E-05,0.003327486,3.293092003
ENSMUSG00000006469,-1.310076963,3.612834833,-3.362015193,0.003855066,0.128305455,-2.574965978
ENSMUSG00000020261,-1.117990332,6.407620629,-4.292742049,0.00053108,0.037618919,-0.783878823
ENSMUSG00000010064,1.692437698,5.292103738,5.458388979,4.82E-05,0.008595206,1.718951093
ENSMUSG00000039878,-1.085861285,3.913407935,-2.854615509,0.011262548,0.244332378,-3.565061885
ENSMUSG00000034591,-1.25627598,4.091343963,-6.973371639,2.74E-06,0.00159697,4.702228678
ENSMUSG00000035699,-2.355219059,6.779952599,-5.656892406,3.26E-05,0.006967803,2.069438773
ENSMUSG00000030781,-1.243097277,8.052281611,-4.042866517,0.000901975,0.053257138,-1.380910237
ENSMUSG00000019894,-1.475366752,-0.142782887,-3.85149399,0.001355951,0.068608245,-1.441357662
ENSMUSG00000027737,1.008259723,0.288361958,2.752145628,0.013938213,0.265904983,-3.650933037
ENSMUSG00000039710,1.28025809,0.946151015,2.537426735,0.021664684,0.2764291,-4.085302222
ENSMUSG00000041052,-2.816091348,6.735719604,-3.724225205,0.001779234,0.081012198,-2.013019894
ENSMUSG00000000958,1.021133822,7.197854136,4.912623307,0.000145708,0.016595343,0.487546798
ENSMUSG00000026065,1.235769484,1.199675187,4.370688466,0.000450563,0.033713808,-0.327548638
ENSMUSG00000039463,-1.136896134,6.31085835,-5.529517316,4.19E-05,0.008313115,1.805943373
ENSMUSG00000041698,-3.776127887,6.679395701,-5.231212759,7.61E-05,0.010889712,1.169430483
ENSMUSG00000030237,-1.472761953,1.196081205,-3.592942629,0.002355151,0.094689637,-1.935491414
ENSMUSG00000079262,-1.107966545,6.918285837,-7.803191281,6.51E-07,0.000577406,6.022973574
ENSMUSG00000025790,-1.172795409,6.534092526,-4.613863262,0.000270592,0.023900483,-0.107309348
ENSMUSG00000040693,1.671767997,1.305097543,3.885900017,0.001260008,0.065221426,-1.349865656
ENSMUSG00000046699,1.402506827,0.273961994,2.967841078,0.008884702,0.210585926,-3.311430519
ENSMUSG00000074435,-1.169513064,0.393763048,-3.523106824,0.00273395,0.1036124,-2.071529184
ENSMUSG00000021136,-2.27262172,1.055687251,-4.903315335,0.000148525,0.016627287,0.790276325
ENSMUSG00000019822,-1.310848564,5.417851298,-4.180928491,0.000672823,0.043694848,-0.928741001
ENSMUSG00000028885,1.064611934,2.733016733,4.938279342,0.000138223,0.015910386,0.832289817
ENSMUSG00000025889,-1.048770067,0.551896664,-3.52739144,0.002709053,0.103053253,-2.074574537
ENSMUSG00000108414,1.173686244,4.642085954,3.731383191,0.001752242,0.080166005,-1.92597143
ENSMUSG00000044349,-2.629229172,4.101797304,-6.812936284,3.66E-06,0.001913263,4.403638108
ENSMUSG00000013611,-2.069643884,3.950752212,-4.936257505,0.000138799,0.015934221,0.720107259
ENSMUSG00000043531,-2.155864239,0.727398184,-6.701270021,4.49E-06,0.002133536,4.316382176
ENSMUSG00000063434,-1.030814693,0.303232302,-3.195468097,0.005493369,0.159863706,-2.778674422
ENSMUSG00000047030,-1.174559334,2.411393067,-5.238959852,7.49E-05,0.010807599,1.412680958
ENSMUSG00000038305,-1.438919429,2.793951059,-5.109607388,9.74E-05,0.012472133,1.115444427
ENSMUSG00000029304,1.328702843,6.415566441,4.011846297,0.0009635,0.055600358,-1.387893217
ENSMUSG00000030283,-2.049073844,5.728071901,-5.316029777,6.41E-05,0.009823064,1.413173581
ENSMUSG00000003418,-1.222026367,4.386945665,-5.447783103,4.93E-05,0.008595206,1.715017397
ENSMUSG00000047963,-1.008952448,2.330294833,-2.709076412,0.015237339,0.265904983,-3.892569918
ENSMUSG00000014813,1.533472074,5.228005603,4.750821861,0.000203516,0.020295373,0.250943407
ENSMUSG00000026201,-1.181467317,4.789828335,-4.229284226,0.000607333,0.041013902,-0.801789554
ENSMUSG00000022829,-1.476619551,1.161332197,-5.433967948,5.06E-05,0.008595206,1.890226769
ENSMUSG00000006800,1.063002198,4.721570745,3.558254562,0.002536265,0.098824292,-2.239983192
ENSMUSG00000038578,1.589380985,0.808105127,4.752537458,0.000202794,0.020270018,0.487326568
ENSMUSG00000039231,1.01317414,4.399764633,6.46958533,6.87E-06,0.002860975,3.734625651
ENSMUSG00000038486,1.139250066,5.562661585,5.554764048,3.98E-05,0.008017641,1.894417705
ENSMUSG00000085957,1.11178741,0.592794215,2.957659907,0.009076766,0.212232544,-3.24260671
ENSMUSG00000027887,-1.337921376,6.266201991,-4.656536731,0.000247563,0.022623968,0.027497461
ENSMUSG00000041831,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
ENSMUSG00000041831,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
ENSMUSG00000041831,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
ENSMUSG00000031255,-1.021907007,1.33199381,-3.054569879,0.007401622,0.18899244,-3.040353444
ENSMUSG00000037477,-2.658020207,3.118090641,-4.237368024,0.000597032,0.040820782,-0.666354925
ENSMUSG00000050410,1.054910326,1.758572584,4.434888492,0.000393631,0.030862962,-0.199714576
ENSMUSG00000027908,2.329745277,3.311092311,5.919501584,1.95E-05,0.005025407,2.708780914
ENSMUSG00000009628,1.325400225,1.319520187,4.905967608,0.000147716,0.016627287,0.784417949
ENSMUSG00000022218,-1.367570935,0.845313933,-3.628091414,0.002184802,0.090258821,-1.858769887
ENSMUSG00000056665,1.364578711,4.049014777,5.339758231,6.12E-05,0.009452374,1.531139494
ENSMUSG00000038217,-1.009289346,2.804367814,-4.220657219,0.000618524,0.041375141,-0.700242986
ENSMUSG00000018919,-1.288369709,5.45466418,-3.895561669,0.001234315,0.064440489,-1.528892785
ENSMUSG00000036151,1.012052878,4.335199876,4.070035967,0.000851355,0.051678319,-1.154076786
ENSMUSG00000038497,-1.004857228,5.355966746,-3.165758172,0.005850583,0.164210922,-3.129316091
ENSMUSG00000043843,1.150594823,0.333825202,3.191644615,0.005538108,0.160434607,-2.784718165
ENSMUSG00000096847,1.363511519,2.44410332,3.992303685,0.001004419,0.057123829,-1.128267711
ENSMUSG00000054871,-1.448226913,2.356077369,-2.869653391,0.010914349,0.240026934,-3.509642882
ENSMUSG00000026188,-1.254520323,1.901241531,-3.527483582,0.00270852,0.103053253,-2.118787726
ENSMUSG00000046082,-1.059820014,8.248556586,-5.099449681,9.94E-05,0.012580417,0.828887222
ENSMUSG00000024245,-1.224031022,7.286569965,-3.776402766,0.00159164,0.075450372,-1.908081626
ENSMUSG00000024754,-1.048766141,5.089276009,-4.432199356,0.000395862,0.03098176,-0.40124839
ENSMUSG00000038079,-1.69855871,4.133565783,-5.540539305,4.10E-05,0.008208678,1.884548323
ENSMUSG00000032328,-1.019382369,6.767734884,-5.05747038,0.000108292,0.013373128,0.780091745
ENSMUSG00000030095,1.37829982,3.17734819,5.738893165,2.77E-05,0.006490531,2.381879699
ENSMUSG00000041737,-1.223697143,0.839473315,-4.21577689,0.000624947,0.041484233,-0.623445674
ENSMUSG00000023153,1.509763372,3.516865512,4.70030405,0.000226018,0.021499,0.281862615
ENSMUSG00000043252,-1.364038749,6.348465908,-6.334445748,8.85E-06,0.003088471,3.372907222
ENSMUSG00000059406,-1.412709093,1.059696783,-2.587734079,0.019552646,0.265904983,-3.968082919
ENSMUSG00000041594,-1.400488878,3.765002471,-6.968357368,2.77E-06,0.00159697,4.674873775
ENSMUSG00000026321,-1.444443182,2.259057984,-6.792031981,3.80E-06,0.001959291,4.448055403
ENSMUSG00000029735,-1.384610172,4.42602191,-5.624867427,3.47E-05,0.007250158,2.035633146
ENSMUSG00000070867,-1.498469351,5.388748059,-8.126787051,3.80E-07,0.000433238,6.637743755
ENSMUSG00000023992,1.173098232,0.49059936,2.303425815,0.034656327,0.372930341,-4.505241311
ENSMUSG00000032554,1.65468593,4.017870827,2.49276636,0.023719768,0.293731493,-4.328694643
ENSMUSG00000032715,1.51758326,1.926824279,3.568657668,0.002480535,0.09759779,-2.016645206
ENSMUSG00000047821,1.262304077,1.66306171,6.360109685,8.43E-06,0.003067028,3.663383112
ENSMUSG00000028834,-1.576057069,3.076173674,-4.390119604,0.000432498,0.033129793,-0.365298291
ENSMUSG00000085912,1.108632119,0.854596421,2.736304381,0.014403136,0.265904983,-3.692674013
ENSMUSG00000038679,-1.441925364,5.604033045,-5.886638539,2.08E-05,0.005230849,2.534429913
ENSMUSG00000036899,1.29391899,3.602992902,3.400345534,0.003552649,0.121430268,-2.501137851
ENSMUSG00000060771,-1.100485468,4.522588751,-3.740234378,0.001719432,0.079335833,-1.856470743
ENSMUSG00000049580,-1.178545567,2.952399163,-3.436098175,0.00329184,0.11573585,-2.374903623
ENSMUSG00000020577,-1.649421097,2.865914264,-6.812324035,3.67E-06,0.001913263,4.439350853
ENSMUSG00000015599,-1.819018095,0.793361502,-4.473749713,0.000362783,0.029265952,-0.092542503
ENSMUSG00000061808,-1.469373834,2.277575078,-5.369359352,5.76E-05,0.009237401,1.683852209
ENSMUSG00000047583,-1.653086345,4.099692881,-4.808041209,0.000180779,0.018662069,0.432221458
ENSMUSG00000047719,-1.259675951,3.036591288,-3.996997271,0.000994434,0.056930013,-1.24133054
ENSMUSG00000031710,-1.476514301,-0.473512899,-4.177007409,0.000678437,0.04395625,-1.048011175
ENSMUSG00000033685,1.180389535,5.005865962,4.767410535,0.000196638,0.019791877,0.334753368
ENSMUSG00000043262,-1.016731199,1.117108854,-4.380236572,0.000441592,0.033471301,-0.262297126
ENSMUSG00000090165,1.779659705,0.704981912,4.107543901,0.000786154,0.049097761,-0.906231645
ENSMUSG00000035780,-1.932475591,0.268265923,-5.056138407,0.000108587,0.013373128,1.119268245
ENSMUSG00000057425,-1.954822286,6.146120916,-4.744465033,0.000206217,0.020441785,0.200551097
ENSMUSG00000061906,-1.912453808,6.850975793,-6.911283732,3.07E-06,0.001701127,4.446633828
ENSMUSG00000062151,-1.250794638,0.981010591,-3.366211846,0.003820749,0.12789019,-2.396961186
ENSMUSG00000022435,-1.891430819,1.969271012,-2.99999716,0.008303755,0.201902531,-3.176921109
ENSMUSG00000034456,2.210097225,4.821419876,7.672423418,8.11E-07,0.000662411,5.887085574
ENSMUSG00000030107,1.19907916,2.932396441,2.497415919,0.023497489,0.291809184,-4.220547993
ENSMUSG00000026556,-1.042562702,2.015786458,-4.824839257,0.00017461,0.01839827,0.625974592
ENSMUSG00000038775,-1.644248985,4.686237873,-4.903483071,0.000148473,0.016627287,0.610517119
ENSMUSG00000037440,1.590579747,6.402168172,4.229202291,0.000607438,0.041013902,-0.907178459
ENSMUSG00000033653,-1.828876341,5.172354802,-6.759115561,4.04E-06,0.002012964,4.265487372
ENSMUSG00000051506,-1.029107403,0.560088692,-2.768367652,0.013477117,0.265904983,-3.619560286
ENSMUSG00000035126,-1.022835771,1.510695709,-3.533916387,0.00267157,0.102649691,-2.074292393
ENSMUSG00000070530,-1.286610713,1.559107089,-3.723998261,0.001780097,0.081012198,-1.714017447
ENSMUSG00000017723,1.936254009,10.21261697,8.377167839,2.53E-07,0.000332376,6.895037758
ENSMUSG00000036459,1.183930748,4.557957089,4.150898189,0.000717053,0.045945547,-1.036536338
ENSMUSG00000060509,-1.059390281,0.061188673,-2.401520788,0.028505714,0.33155799,-4.36253716
ENSMUSG00000024066,2.138194926,3.870610356,3.640173358,0.002129137,0.088690139,-2.038634555
ENSMUSG00000035769,-1.052357933,5.51052822,-4.677438831,0.000237023,0.022108552,0.092234541
ENSMUSG00000030657,-1.208947758,1.676814354,-3.800411272,0.00151212,0.0731224,-1.515178739
ENSMUSG00000022773,1.34315687,1.765092565,4.714355715,0.000219515,0.021206693,0.381713061
ENSMUSG00000018427,1.029359138,3.16959906,2.51140369,0.022840626,0.286866595,-4.29177311
ENSMUSG00000066687,2.713852144,3.023807626,4.567872299,0.000297871,0.025478019,0.019770579
ENSMUSG00000022708,-1.144879158,9.684158277,-6.559813262,5.82E-06,0.002492538,3.685643131
ENSMUSG00000039470,-1.164706196,3.845586369,-4.531411414,0.000321482,0.026964589,-0.168999889
ENSMUSG00000052248,-1.438845609,3.297287336,-4.721827607,0.000216135,0.021020958,0.319715551
ENSMUSG00000037855,-1.09534763,0.812706542,-3.412714394,0.003460178,0.119403305,-2.298122998
ENSMUSG00000000552,1.450816766,4.085187405,3.812331905,0.001474131,0.072138204,-1.667781649
ENSMUSG00000027016,1.037464358,2.231715153,3.79778898,0.001520608,0.073287192,-1.599207154
ENSMUSG00000058446,-1.092885185,5.702690303,-5.438292221,5.02E-05,0.008595206,1.631630144
ENSMUSG00000064310,-1.032303906,0.341464033,-2.549679057,0.021131156,0.27283903,-4.049156348
